txn_id,customer_id,txn_date,amount,category,payment,true_segment
1056,73,2024-12-14,1523.66,Electronics,Card,loyal
1057,73,2024-11-23,2042.78,Grocery,Card,loyal
1058,73,2024-12-27,1613.45,Electronics,Card,loyal
1059,73,2024-12-27,1236.54,Beauty,Card,loyal
1060,73,2024-12-07,1374.0,Clothing,UPI,loyal
1061,73,2024-12-17,2024.9,Clothing,UPI,loyal
1062,73,2024-11-15,2331.86,Sports,UPI,loyal
1063,73,2024-12-25,2327.42,Beauty,UPI,loyal
1064,73,2024-12-29,2079.86,Clothing,Card,loyal
1065,73,2024-12-01,812.64,Electronics,Wallet,loyal
1066,73,2024-12-29,1954.17,Grocery,Cash,loyal
1067,73,2024-12-20,850.93,Beauty,Cash,loyal
1068,73,2024-12-04,2215.61,Sports,Wallet,loyal
1069,73,2024-12-20,960.5,Grocery,Card,loyal
1070,73,2024-12-18,1026.52,Sports,UPI,loyal
1071,73,2024-12-19,1675.86,Sports,Card,loyal
1072,73,2024-12-20,1794.7,Clothing,Card,loyal
1073,73,2024-12-18,2088.87,Sports,Wallet,loyal
1074,73,2024-12-30,930.41,Electronics,UPI,loyal
1075,73,2024-12-30,1291.32,Sports,Wallet,loyal
1076,73,2024-12-26,1578.83,Electronics,Card,loyal
1077,74,2024-12-27,1563.44,Beauty,UPI,loyal
1078,74,2024-12-19,2412.7,Beauty,UPI,loyal
1079,74,2024-12-29,2082.69,Beauty,Card,loyal
1080,74,2024-12-26,1347.55,Beauty,UPI,loyal
1081,74,2024-12-23,977.3,Sports,Wallet,loyal
1082,74,2024-12-25,1369.43,Beauty,UPI,loyal
1083,74,2024-12-11,1847.26,Grocery,Card,loyal
1084,74,2024-11-30,980.22,Beauty,UPI,loyal
1085,74,2024-12-08,2637.74,Clothing,Card,loyal
1086,74,2024-12-25,1840.92,Beauty,Wallet,loyal
1087,74,2024-12-20,2563.54,Sports,UPI,loyal
1088,74,2024-12-26,2651.31,Electronics,UPI,loyal
1089,74,2024-12-07,2209.99,Electronics,UPI,loyal
1090,74,2024-12-08,1673.09,Beauty,Cash,loyal
1091,74,2024-12-10,2129.55,Clothing,Card,loyal
1092,74,2024-12-27,2469.24,Clothing,UPI,loyal
1093,74,2024-12-16,2028.42,Clothing,UPI,loyal
1094,75,2024-04-30,195.62,Sports,Card,at_risk
1095,75,2024-12-29,390.74,Beauty,Card,at_risk
1096,75,2024-08-27,352.85,Clothing,Card,at_risk
1097,75,2024-12-06,244.48,Beauty,UPI,at_risk
1098,75,2024-12-09,340.05,Electronics,Cash,at_risk
1099,76,2024-12-30,9227.27,Clothing,Card,champion
1100,76,2024-12-30,8051.88,Sports,UPI,champion
1101,76,2024-12-28,5057.79,Electronics,UPI,champion
1102,76,2024-12-30,5122.29,Grocery,Card,champion
1103,76,2024-12-30,4045.65,Clothing,Wallet,champion
1104,76,2024-12-27,4621.67,Electronics,Card,champion
1105,76,2024-12-29,5000.22,Beauty,Card,champion
1106,76,2024-12-28,5129.5,Beauty,UPI,champion
1107,76,2024-12-30,7632.68,Clothing,Wallet,champion
1108,76,2024-12-27,8085.58,Grocery,Wallet,champion
1109,76,2024-12-28,7644.18,Sports,UPI,champion
1110,76,2024-12-30,4527.88,Beauty,UPI,champion
1111,76,2024-12-30,8918.55,Clothing,Wallet,champion
1112,76,2024-12-29,7228.8,Grocery,Cash,champion
1113,76,2024-12-29,6484.19,Clothing,UPI,champion
1114,76,2024-12-27,8704.44,Sports,UPI,champion
1115,76,2024-12-30,6880.45,Clothing,Wallet,champion
1116,76,2024-12-30,7959.69,Electronics,UPI,champion
1117,76,2024-12-30,7471.08,Clothing,Wallet,champion
1118,76,2024-12-29,8569.12,Electronics,UPI,champion
1119,76,2024-12-27,5368.96,Clothing,UPI,champion
1120,76,2024-12-30,4362.71,Beauty,Cash,champion
1121,76,2024-12-24,7261.64,Electronics,UPI,champion
1122,76,2024-12-30,5875.92,Beauty,Cash,champion
1123,76,2024-12-29,7429.03,Clothing,UPI,champion
1124,76,2024-12-30,6983.09,Beauty,UPI,champion
1125,76,2024-12-29,8591.24,Beauty,Wallet,champion
1126,76,2024-12-30,3495.4,Beauty,Wallet,champion
1127,76,2024-12-30,3654.0,Grocery,Card,champion
1128,76,2024-12-27,6735.32,Electronics,Cash,champion
1129,76,2024-12-28,5455.88,Clothing,Card,champion
1130,76,2024-12-25,4701.79,Grocery,Cash,champion
1131,76,2024-12-30,5150.14,Electronics,Card,champion
1132,76,2024-12-30,5869.9,Beauty,UPI,champion
1133,76,2024-12-30,7364.15,Grocery,Cash,champion
1134,76,2024-12-26,6312.79,Electronics,Wallet,champion
1135,76,2024-12-30,8833.71,Grocery,Cash,champion
1136,76,2024-12-30,3925.55,Electronics,UPI,champion
1137,76,2024-12-30,7585.1,Beauty,UPI,champion
1138,76,2024-12-30,6735.69,Electronics,UPI,champion
1139,76,2024-12-30,5263.26,Clothing,UPI,champion
1140,76,2024-12-30,5779.27,Grocery,UPI,champion
1141,76,2024-12-30,8176.74,Grocery,UPI,champion
1142,76,2024-12-30,4855.74,Electronics,UPI,champion
1143,77,2024-12-05,2547.3,Clothing,Cash,loyal
1144,77,2024-12-27,2679.84,Electronics,UPI,loyal
1145,77,2024-11-17,1159.84,Electronics,Card,loyal
1146,77,2024-12-30,1330.28,Sports,Wallet,loyal
1147,77,2024-12-30,1887.94,Grocery,UPI,loyal
1148,77,2024-12-30,2080.21,Clothing,Card,loyal
1149,77,2024-11-02,1196.79,Sports,Card,loyal
1150,77,2024-12-14,2061.46,Clothing,Cash,loyal
1151,77,2024-12-02,2384.15,Clothing,UPI,loyal
1152,77,2024-12-29,2023.61,Beauty,Wallet,loyal
1153,77,2024-12-08,1920.49,Sports,Card,loyal
1154,78,2024-09-24,976.85,Electronics,Wallet,at_risk
1155,78,2024-05-26,1024.31,Sports,UPI,at_risk
1156,78,2024-10-05,522.38,Clothing,UPI,at_risk
1157,78,2024-11-30,544.76,Beauty,Card,at_risk
1158,78,2024-11-17,452.98,Sports,UPI,at_risk
1159,78,2024-12-11,638.84,Grocery,Card,at_risk
1160,79,2024-12-30,7088.42,Clothing,UPI,champion
1161,79,2024-12-28,11070.24,Electronics,UPI,champion
1162,79,2024-12-24,7490.41,Electronics,UPI,champion
1163,79,2024-12-30,9724.32,Sports,Card,champion
1164,79,2024-12-28,5034.22,Grocery,Card,champion
1165,79,2024-12-30,9333.72,Grocery,Card,champion
1166,79,2024-12-30,8616.49,Clothing,Card,champion
1167,79,2024-12-29,8588.52,Clothing,UPI,champion
1168,79,2024-12-29,6674.57,Electronics,Card,champion
1169,79,2024-12-30,8313.46,Sports,Card,champion
1170,79,2024-12-30,4906.39,Clothing,UPI,champion
1171,79,2024-12-30,5317.54,Sports,UPI,champion
1172,79,2024-12-29,9393.65,Beauty,Card,champion
1173,79,2024-12-30,8891.17,Grocery,UPI,champion
1174,79,2024-12-29,11509.4,Grocery,Card,champion
1175,79,2024-12-28,4293.53,Beauty,Card,champion
1176,79,2024-12-30,11173.05,Beauty,Wallet,champion
1177,79,2024-12-21,7239.32,Beauty,UPI,champion
1178,79,2024-12-22,10786.04,Electronics,Card,champion
1179,79,2024-12-29,3919.51,Beauty,Wallet,champion
1180,79,2024-12-30,8479.08,Electronics,Card,champion
1181,79,2024-12-30,9553.23,Sports,UPI,champion
1182,79,2024-12-30,6193.18,Grocery,Cash,champion
1183,79,2024-12-27,5793.75,Electronics,Card,champion
1184,79,2024-12-30,11187.08,Electronics,Wallet,champion
1185,79,2024-12-30,10170.37,Sports,Card,champion
1186,79,2024-12-30,5150.88,Sports,Cash,champion
1187,79,2024-12-29,4692.78,Clothing,UPI,champion
1188,79,2024-12-30,5122.06,Clothing,UPI,champion
1189,79,2024-12-28,11462.75,Sports,Wallet,champion
1190,79,2024-12-27,11231.93,Clothing,Card,champion
1191,80,2024-10-14,450.56,Clothing,Card,lost
1192,81,2024-07-04,456.31,Clothing,Card,at_risk
1193,81,2024-12-30,398.0,Grocery,UPI,at_risk
1194,81,2024-12-18,436.38,Clothing,UPI,at_risk
1195,81,2024-12-10,337.8,Sports,UPI,at_risk
1196,81,2024-09-14,217.94,Beauty,Wallet,at_risk
1197,81,2024-12-28,340.87,Clothing,Card,at_risk
1198,82,2024-12-29,6908.23,Clothing,UPI,champion
1199,82,2024-12-29,5535.65,Grocery,UPI,champion
1200,82,2024-12-28,5815.62,Grocery,UPI,champion
1201,82,2024-12-30,6216.73,Grocery,UPI,champion
1202,82,2024-12-21,8586.59,Clothing,UPI,champion
1203,82,2024-12-26,4924.31,Sports,Card,champion
1204,82,2024-12-27,8127.24,Sports,Wallet,champion
1205,82,2024-12-30,6527.84,Sports,Card,champion
1206,82,2024-12-14,6292.3,Grocery,UPI,champion
1207,82,2024-12-30,3416.06,Clothing,UPI,champion
1208,82,2024-12-27,7956.67,Clothing,Card,champion
1209,82,2024-12-30,3596.6,Clothing,UPI,champion
1210,82,2024-12-30,3305.95,Clothing,Wallet,champion
1211,82,2024-12-27,4261.5,Grocery,Cash,champion
1212,82,2024-12-24,4826.02,Beauty,UPI,champion
1213,82,2024-12-29,3702.37,Electronics,UPI,champion
1214,82,2024-12-18,7956.04,Electronics,Cash,champion
1215,82,2024-12-30,4160.31,Clothing,Cash,champion
1216,82,2024-12-29,4784.1,Clothing,Card,champion
1217,82,2024-12-30,6731.02,Beauty,UPI,champion
1218,82,2024-12-30,7290.89,Beauty,UPI,champion
1219,82,2024-12-27,6638.94,Clothing,UPI,champion
1220,82,2024-12-26,4397.68,Sports,UPI,champion
1221,82,2024-12-30,6855.33,Grocery,UPI,champion
1222,82,2024-12-29,3335.58,Grocery,UPI,champion
1223,82,2024-12-30,6855.15,Grocery,Card,champion
1224,82,2024-12-30,5542.58,Electronics,Card,champion
1225,82,2024-12-28,5834.78,Electronics,Wallet,champion
1226,82,2024-12-30,3455.25,Beauty,Card,champion
1227,82,2024-12-26,6254.76,Beauty,UPI,champion
1228,82,2024-12-29,6859.65,Clothing,Card,champion
1229,82,2024-12-30,3415.08,Beauty,UPI,champion
1230,82,2024-12-27,6683.7,Grocery,Wallet,champion
1231,82,2024-12-29,3725.39,Beauty,Wallet,champion
1232,82,2024-12-28,3505.72,Electronics,UPI,champion
1233,82,2024-12-19,6439.36,Grocery,Cash,champion
1234,82,2024-12-29,8141.92,Clothing,Card,champion
1235,82,2024-12-28,5710.91,Sports,UPI,champion
1236,82,2024-12-30,3946.98,Clothing,UPI,champion
1237,82,2024-12-30,8404.01,Sports,UPI,champion
1238,82,2024-12-30,3693.89,Clothing,Cash,champion
1239,82,2024-12-27,8690.61,Clothing,Card,champion
1240,82,2024-12-29,3600.01,Electronics,UPI,champion
1241,82,2024-12-29,3049.25,Beauty,UPI,champion
1242,83,2024-11-03,389.88,Clothing,Card,at_risk
1243,83,2024-12-14,385.04,Sports,UPI,at_risk
1244,83,2024-12-18,293.13,Electronics,Card,at_risk
1245,83,2024-10-14,329.3,Sports,Card,at_risk
1246,83,2024-06-14,519.75,Beauty,Wallet,at_risk
1247,83,2024-11-10,501.3,Beauty,Card,at_risk
1248,83,2024-11-16,604.85,Sports,Wallet,at_risk
1249,83,2024-10-04,225.88,Clothing,Card,at_risk
1250,83,2024-07-19,300.49,Grocery,UPI,at_risk
1251,83,2024-09-18,320.68,Electronics,Wallet,at_risk
1252,83,2024-12-15,589.58,Beauty,Card,at_risk
1253,84,2024-10-14,513.43,Grocery,Card,at_risk
1254,84,2024-11-30,1033.35,Sports,UPI,at_risk
1255,84,2024-11-16,587.13,Electronics,Card,at_risk
1256,84,2024-12-03,1119.03,Beauty,Cash,at_risk
1257,84,2024-08-20,571.65,Clothing,Card,at_risk
1258,85,2024-12-26,4871.91,Beauty,Cash,champion
1259,85,2024-12-27,4216.96,Beauty,Card,champion
1260,85,2024-12-30,2807.64,Clothing,Wallet,champion
1261,85,2024-12-30,5179.16,Grocery,Wallet,champion
1262,85,2024-12-30,6254.89,Beauty,UPI,champion
1263,85,2024-12-30,7022.05,Sports,Cash,champion
1264,85,2024-12-30,6356.17,Grocery,Card,champion
1265,85,2024-12-30,6743.14,Grocery,UPI,champion
1266,85,2024-12-26,6125.49,Grocery,UPI,champion
1267,85,2024-12-24,2751.09,Sports,Card,champion
1268,85,2024-12-29,6276.25,Sports,Card,champion
1269,85,2024-12-28,2943.49,Clothing,Card,champion
1270,85,2024-12-27,6608.42,Sports,UPI,champion
1271,85,2024-12-30,5764.68,Beauty,UPI,champion
1272,85,2024-12-24,5004.17,Electronics,UPI,champion
1273,85,2024-12-30,5930.6,Clothing,UPI,champion
1274,85,2024-12-28,4227.26,Sports,Cash,champion
1275,85,2024-12-21,6792.85,Grocery,UPI,champion
1276,85,2024-12-26,7704.0,Electronics,Wallet,champion
1277,85,2024-12-30,5603.01,Grocery,UPI,champion
1278,85,2024-12-23,6284.66,Beauty,UPI,champion
1279,85,2024-12-28,7264.86,Sports,Cash,champion
1280,85,2024-12-30,4867.66,Clothing,Card,champion
1281,85,2024-12-30,5759.99,Grocery,UPI,champion
1282,85,2024-12-30,7244.04,Sports,UPI,champion
1283,85,2024-12-30,3371.69,Beauty,Wallet,champion
1284,85,2024-12-29,8069.14,Sports,UPI,champion
1285,85,2024-12-30,4850.76,Sports,Card,champion
1286,85,2024-12-30,5293.2,Beauty,Cash,champion
1287,85,2024-12-30,4397.32,Grocery,Cash,champion
1288,85,2024-12-30,7481.15,Electronics,Card,champion
1289,85,2024-12-25,7225.32,Electronics,UPI,champion
1290,85,2024-12-30,5620.92,Clothing,UPI,champion
1291,85,2024-12-30,4875.72,Grocery,Card,champion
1292,85,2024-12-30,7397.52,Grocery,Cash,champion
1293,85,2024-12-27,3521.2,Clothing,UPI,champion
1294,85,2024-12-30,4813.91,Sports,Card,champion
1295,85,2024-12-24,7999.63,Clothing,UPI,champion
1296,85,2024-12-26,6464.97,Electronics,UPI,champion
1297,85,2024-12-29,4865.02,Sports,UPI,champion
1298,85,2024-12-28,7322.33,Sports,Cash,champion
1299,85,2024-12-28,6546.93,Electronics,UPI,champion
1300,85,2024-12-25,5635.21,Beauty,UPI,champion
1301,85,2024-12-30,4168.72,Grocery,UPI,champion
1302,86,2024-12-18,1336.41,Beauty,Card,loyal
1303,86,2024-12-18,2113.86,Grocery,Card,loyal
1304,86,2024-12-09,2571.96,Clothing,Wallet,loyal
1305,86,2024-12-30,2624.04,Electronics,Wallet,loyal
1306,86,2024-12-12,2377.88,Electronics,Cash,loyal
1307,86,2024-12-28,3759.04,Clothing,UPI,loyal
1308,86,2024-12-18,2018.27,Electronics,Cash,loyal
1309,86,2024-12-24,1898.44,Sports,UPI,loyal
1310,86,2024-12-25,1838.92,Electronics,UPI,loyal
1311,86,2024-12-26,2144.3,Sports,Wallet,loyal
1312,86,2024-12-14,1496.91,Beauty,UPI,loyal
1313,86,2024-12-19,3447.01,Grocery,UPI,loyal
1314,86,2024-12-26,2976.11,Electronics,UPI,loyal
1315,87,2024-12-30,1160.18,Grocery,Card,loyal
1316,87,2024-12-30,823.76,Sports,UPI,loyal
1317,87,2024-12-29,750.58,Beauty,UPI,loyal
1318,87,2024-11-28,1451.73,Beauty,UPI,loyal
1319,87,2024-12-15,1044.54,Sports,Wallet,loyal
1320,87,2024-11-22,2150.7,Sports,Card,loyal
1321,87,2024-11-26,902.71,Electronics,UPI,loyal
1322,87,2024-12-07,970.01,Clothing,Cash,loyal
1323,87,2024-12-27,1438.1,Electronics,UPI,loyal
1324,87,2024-12-22,1885.43,Clothing,Cash,loyal
1325,87,2024-12-05,2085.04,Beauty,Wallet,loyal
1326,87,2024-12-30,932.9,Sports,UPI,loyal
1327,87,2024-11-21,873.14,Electronics,Wallet,loyal
1328,87,2024-12-20,1800.78,Clothing,UPI,loyal
1329,88,2023-12-30,444.17,Sports,Card,lost
1330,88,2024-12-19,329.09,Electronics,Card,lost
1331,88,2024-06-25,207.78,Electronics,Wallet,lost
1332,89,2024-11-06,294.62,Sports,UPI,at_risk
1333,89,2024-07-26,305.3,Beauty,Card,at_risk
1334,89,2024-08-18,199.45,Clothing,UPI,at_risk
1335,89,2024-11-24,458.85,Sports,Card,at_risk
1336,89,2024-12-11,337.6,Electronics,UPI,at_risk
1337,89,2024-09-12,471.5,Sports,Wallet,at_risk
1338,89,2024-12-03,490.38,Beauty,UPI,at_risk
1339,90,2024-12-29,2038.79,Grocery,UPI,loyal
1340,90,2024-12-27,1759.66,Beauty,Card,loyal
1341,90,2024-11-26,1993.33,Electronics,UPI,loyal
1342,90,2024-12-30,2448.16,Sports,Cash,loyal
1343,90,2024-12-15,1365.5,Beauty,Card,loyal
1344,90,2024-12-25,1736.42,Beauty,UPI,loyal
1345,90,2024-12-30,2840.57,Electronics,Card,loyal
1346,90,2024-12-02,3071.76,Sports,Card,loyal
1347,90,2024-12-13,1895.5,Grocery,Card,loyal
1348,90,2024-12-24,2776.96,Electronics,UPI,loyal
1349,90,2024-12-27,3057.45,Sports,UPI,loyal
1350,90,2024-12-21,2092.03,Sports,UPI,loyal
1351,90,2024-12-07,1751.35,Beauty,Wallet,loyal
1352,90,2024-11-29,1503.65,Sports,UPI,loyal
1353,90,2024-12-22,1821.65,Sports,Card,loyal
1354,91,2024-12-13,281.24,Electronics,Card,at_risk
1355,91,2024-11-15,236.2,Electronics,UPI,at_risk
1356,91,2024-12-27,224.67,Electronics,Card,at_risk
1357,91,2024-12-20,509.09,Beauty,Wallet,at_risk
1358,91,2024-10-11,406.2,Clothing,UPI,at_risk
1359,91,2024-10-19,296.11,Grocery,Wallet,at_risk
1360,91,2024-11-17,272.31,Electronics,UPI,at_risk
1361,91,2024-12-03,431.51,Beauty,Cash,at_risk
1362,91,2024-12-07,271.45,Grocery,Cash,at_risk
1363,91,2024-09-01,428.09,Grocery,UPI,at_risk
1364,91,2024-12-22,607.16,Beauty,UPI,at_risk
1365,92,2024-12-05,774.55,Grocery,UPI,at_risk
1366,92,2024-12-12,1429.84,Clothing,Wallet,at_risk
1367,92,2024-08-15,1387.55,Grocery,UPI,at_risk
1368,92,2024-12-13,527.98,Electronics,UPI,at_risk
1369,92,2024-10-04,1403.98,Beauty,UPI,at_risk
1370,92,2024-11-16,1122.28,Clothing,UPI,at_risk
1371,92,2024-12-19,1532.86,Grocery,Cash,at_risk
1372,92,2024-12-14,784.14,Grocery,Wallet,at_risk
1373,93,2024-08-20,171.26,Clothing,UPI,lost
1374,93,2024-12-09,182.52,Beauty,Card,lost
1375,93,2024-10-09,162.53,Sports,Card,lost
1376,93,2024-08-27,126.69,Electronics,Card,lost
1377,94,2024-11-24,394.75,Clothing,UPI,at_risk
1378,94,2024-10-10,725.66,Grocery,UPI,at_risk
1379,94,2024-12-28,986.4,Beauty,UPI,at_risk
1380,94,2024-12-24,823.78,Clothing,UPI,at_risk
1381,94,2024-11-20,525.84,Sports,Card,at_risk
1382,94,2024-12-14,786.8,Beauty,UPI,at_risk
1383,94,2024-10-02,724.59,Electronics,UPI,at_risk
1384,94,2024-11-20,730.11,Grocery,Card,at_risk
1385,94,2024-11-15,799.73,Electronics,Cash,at_risk
1386,94,2024-09-13,1039.01,Beauty,UPI,at_risk
1387,94,2024-11-27,628.23,Beauty,Card,at_risk
1388,95,2024-05-12,660.54,Beauty,UPI,at_risk
1389,95,2024-11-26,775.85,Beauty,UPI,at_risk
1390,95,2024-06-24,1655.36,Clothing,Card,at_risk
1391,95,2024-08-25,1490.2,Clothing,Cash,at_risk
1392,95,2024-12-08,1135.74,Electronics,UPI,at_risk
1393,95,2024-12-15,1148.49,Beauty,UPI,at_risk
1394,96,2024-05-30,232.01,Sports,UPI,lost
1395,96,2023-09-25,261.38,Sports,Wallet,lost
1396,96,2024-11-21,247.73,Beauty,Card,lost
1397,97,2024-12-18,2811.58,Grocery,Wallet,champion
1398,97,2024-12-29,4402.23,Sports,UPI,champion
1399,97,2024-12-30,2643.06,Grocery,Cash,champion
1400,97,2024-12-30,5115.23,Clothing,UPI,champion
1401,97,2024-12-14,3761.44,Sports,UPI,champion
1402,97,2024-12-29,1863.09,Beauty,UPI,champion
1403,97,2024-12-25,2991.04,Clothing,Wallet,champion
1404,97,2024-12-28,4400.45,Sports,UPI,champion
1405,97,2024-12-28,5275.09,Electronics,Wallet,champion
1406,97,2024-12-26,4677.73,Grocery,UPI,champion
1407,97,2024-12-30,4954.55,Beauty,UPI,champion
1408,97,2024-12-27,3197.89,Beauty,Card,champion
1409,97,2024-12-28,2200.75,Sports,Card,champion
1410,97,2024-12-29,3239.97,Electronics,Wallet,champion
1411,97,2024-12-27,4302.52,Electronics,Wallet,champion
1412,97,2024-12-30,4519.15,Electronics,Card,champion
1413,97,2024-12-30,4685.19,Beauty,UPI,champion
1414,97,2024-12-25,3978.23,Grocery,Wallet,champion
1415,97,2024-12-30,4157.24,Sports,Wallet,champion
1416,97,2024-12-29,4174.61,Sports,Card,champion
1417,97,2024-12-30,2177.12,Grocery,UPI,champion
1418,97,2024-12-30,4060.76,Grocery,Card,champion
1419,97,2024-12-29,2891.71,Electronics,Wallet,champion
1420,97,2024-12-30,3618.82,Clothing,UPI,champion
1421,97,2024-12-25,4242.33,Beauty,UPI,champion
1422,97,2024-12-25,2448.75,Grocery,Wallet,champion
1423,97,2024-12-29,4300.6,Electronics,UPI,champion
1424,97,2024-12-28,2505.61,Grocery,UPI,champion
1425,97,2024-12-29,2596.36,Electronics,UPI,champion
1426,97,2024-12-29,4709.89,Beauty,UPI,champion
1427,97,2024-12-30,2038.07,Grocery,Wallet,champion
1428,98,2024-10-05,1647.61,Sports,UPI,at_risk
1429,98,2024-10-16,748.94,Beauty,UPI,at_risk
1430,98,2024-12-13,789.26,Clothing,UPI,at_risk
1431,98,2024-12-24,1130.89,Electronics,Cash,at_risk
1432,98,2024-08-26,1555.26,Clothing,UPI,at_risk
1433,98,2024-11-14,1530.45,Clothing,UPI,at_risk
1434,98,2024-12-30,1531.6,Beauty,Card,at_risk
1435,98,2024-12-29,1228.6,Grocery,UPI,at_risk
1436,98,2024-11-22,1136.65,Clothing,Cash,at_risk
1437,98,2024-07-12,1377.82,Grocery,Card,at_risk
1438,98,2024-11-07,1582.48,Beauty,UPI,at_risk
1439,99,2024-12-30,3194.2,Beauty,UPI,champion
1440,99,2024-12-30,4208.86,Clothing,Card,champion
1441,99,2024-12-30,2360.33,Grocery,Card,champion
1442,99,2024-12-26,1823.8,Grocery,Card,champion
1443,99,2024-12-30,4358.1,Beauty,UPI,champion
1444,99,2024-12-29,3824.49,Beauty,Card,champion
1445,99,2024-12-30,3781.08,Grocery,UPI,champion
1446,99,2024-12-30,3674.5,Sports,UPI,champion
1447,99,2024-12-30,1777.26,Beauty,UPI,champion
1448,99,2024-12-21,1948.98,Electronics,UPI,champion
1449,99,2024-12-28,2297.6,Electronics,Card,champion
1450,99,2024-12-30,3365.72,Sports,UPI,champion
1451,99,2024-12-26,3904.32,Grocery,Wallet,champion
1452,99,2024-12-29,2796.49,Grocery,Card,champion
1453,99,2024-12-28,4703.55,Clothing,UPI,champion
1454,99,2024-12-24,4617.41,Beauty,Card,champion
1455,99,2024-12-27,1990.7,Clothing,UPI,champion
1456,99,2024-12-30,4714.82,Clothing,Card,champion
1457,99,2024-12-25,4553.29,Clothing,Wallet,champion
1458,99,2024-12-28,1973.49,Clothing,Card,champion
1459,99,2024-12-30,3197.96,Beauty,Card,champion
1460,99,2024-12-30,1735.73,Sports,Card,champion
1461,99,2024-12-30,2941.57,Sports,Card,champion
1462,99,2024-12-22,4323.21,Sports,UPI,champion
1463,99,2024-12-30,4147.03,Sports,Wallet,champion
1464,99,2024-12-30,3406.18,Grocery,UPI,champion
1465,99,2024-12-30,2626.68,Electronics,UPI,champion
1466,99,2024-12-30,2105.84,Clothing,UPI,champion
1467,99,2024-12-26,2249.82,Clothing,Wallet,champion
1468,99,2024-12-25,2748.52,Grocery,UPI,champion
1469,99,2024-12-24,1775.58,Sports,UPI,champion
1470,99,2024-12-30,3583.73,Electronics,Card,champion
1471,99,2024-12-30,2576.87,Electronics,UPI,champion
1472,99,2024-12-29,3791.42,Sports,Card,champion
1473,99,2024-12-23,2171.41,Electronics,Cash,champion
1474,99,2024-12-27,4170.35,Electronics,UPI,champion
1475,99,2024-12-25,3540.32,Clothing,Wallet,champion
1476,99,2024-12-29,4815.03,Beauty,Wallet,champion
1477,99,2024-12-30,3540.86,Electronics,Wallet,champion
1478,99,2024-12-30,2642.87,Electronics,Wallet,champion
1479,99,2024-12-29,1861.0,Beauty,Wallet,champion
1480,99,2024-12-30,2650.45,Sports,UPI,champion
1481,99,2024-12-30,3310.2,Grocery,Card,champion
1482,100,2024-12-30,526.2,Clothing,UPI,lost
1483,100,2024-10-27,273.38,Beauty,Card,lost
1484,100,2024-11-24,278.16,Sports,Card,lost
1485,100,2024-11-13,497.81,Beauty,UPI,lost
1486,101,2024-11-06,680.77,Clothing,UPI,at_risk
1487,101,2024-07-24,488.07,Grocery,Card,at_risk
1488,101,2024-12-19,1240.66,Beauty,Wallet,at_risk
1489,101,2024-11-14,863.54,Clothing,Card,at_risk
1490,101,2024-07-08,872.22,Beauty,UPI,at_risk
1491,101,2024-09-20,966.82,Beauty,Wallet,at_risk
1492,102,2024-12-30,8668.64,Electronics,Card,champion
1493,102,2024-12-26,6281.66,Clothing,UPI,champion
1494,102,2024-12-30,9519.18,Electronics,Cash,champion
1495,102,2024-12-22,9571.2,Electronics,Wallet,champion
1496,102,2024-12-30,9060.27,Sports,Card,champion
1497,102,2024-12-30,3824.37,Clothing,Card,champion
1498,102,2024-12-30,4444.71,Clothing,Cash,champion
1499,102,2024-12-30,7721.67,Beauty,Card,champion
1500,102,2024-12-30,9481.07,Electronics,Card,champion
1501,102,2024-12-30,8227.71,Electronics,UPI,champion
1502,102,2024-12-27,7395.27,Beauty,UPI,champion
1503,102,2024-12-28,5810.63,Electronics,UPI,champion
1504,102,2024-12-30,5395.39,Clothing,Card,champion
1505,102,2024-12-28,10324.31,Clothing,Cash,champion
1506,102,2024-12-30,5208.08,Clothing,UPI,champion
1507,102,2024-12-19,3854.59,Electronics,Card,champion
1508,102,2024-12-23,10122.07,Beauty,Wallet,champion
1509,102,2024-12-30,7146.74,Clothing,Card,champion
1510,102,2024-12-28,8675.67,Electronics,UPI,champion
1511,102,2024-12-30,4152.08,Sports,Card,champion
1512,102,2024-12-30,9459.28,Clothing,UPI,champion
1513,102,2024-12-30,10308.47,Grocery,Card,champion
1514,102,2024-12-29,6213.71,Grocery,Wallet,champion
1515,102,2024-12-24,6987.08,Beauty,Card,champion
1516,103,2024-12-21,3310.5,Beauty,UPI,loyal
1517,103,2024-10-29,2558.95,Grocery,Card,loyal
1518,103,2024-12-11,2056.83,Electronics,UPI,loyal
1519,103,2024-12-26,1614.45,Grocery,UPI,loyal
1520,103,2024-12-23,3294.77,Electronics,UPI,loyal
1521,103,2024-12-15,2611.65,Sports,Cash,loyal
1522,103,2024-12-19,2728.19,Grocery,UPI,loyal
1523,103,2024-12-28,1769.4,Electronics,Cash,loyal
1524,103,2024-12-30,1858.74,Beauty,UPI,loyal
1525,103,2024-12-30,1418.07,Grocery,UPI,loyal
1526,103,2024-11-09,2003.72,Clothing,UPI,loyal
1527,103,2024-12-26,2482.63,Clothing,Card,loyal
1528,103,2024-11-28,1707.57,Grocery,Wallet,loyal
1529,103,2024-12-06,2070.03,Grocery,UPI,loyal
1530,103,2024-12-23,1396.56,Electronics,Card,loyal
1531,103,2024-12-23,1446.03,Grocery,Card,loyal
1532,103,2024-11-20,2250.01,Sports,UPI,loyal
1533,103,2024-12-29,3146.11,Clothing,Cash,loyal
1534,104,2024-12-29,4743.4,Electronics,Wallet,champion
1535,104,2024-12-16,5582.81,Beauty,Wallet,champion
